# Written on  7Apr2024 at 17:13:11 
# Input file comment: Au
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)
        45  0.1506293668E-07  0.5020978845      0.5020978845       99.86332438    
        45  0.1506293668E-07  0.5020978845      0.5020978845       101.9303768    
        45  0.1506293668E-07  0.5020978845      0.5020978845       102.3624215    
        45  0.1506293668E-07  0.5020978845      0.5020978845       104.1015576    
        45  0.1506293668E-07  0.5020978845      0.5020978845       106.0254328    
        45  0.1506293668E-07  0.5020978845      0.5020978845       107.1607843    
        45  0.1506293668E-07  0.5020978845      0.5020978845       113.0884618    
        45  0.1506293668E-07  0.5020978845      0.5020978845       113.7345937    
        45  0.1506293668E-07  0.5020978845      0.5020978845       116.6174487    
        45  0.1506293668E-07  0.5020978845      0.5020978845       119.0428652    
        46 -0.2510489347      0.7531468343      0.7531468343       98.47114453    
        46 -0.2510489347      0.7531468343      0.7531468343       100.7627670    
        46 -0.2510489347      0.7531468343      0.7531468343       102.8020674    
        46 -0.2510489347      0.7531468343      0.7531468343       103.8475143    
        46 -0.2510489347      0.7531468343      0.7531468343       104.4085947    
        46 -0.2510489347      0.7531468343      0.7531468343       108.2745492    
        46 -0.2510489347      0.7531468343      0.7531468343       113.1201412    
        46 -0.2510489347      0.7531468343      0.7531468343       114.8592770    
        46 -0.2510489347      0.7531468343      0.7531468343       117.4287851    
        46 -0.2510489347      0.7531468343      0.7531468343       118.0173273    
        47   1.004195784     -0.5020978845     -0.5020978845       105.3568253    
        47   1.004195784     -0.5020978845     -0.5020978845       106.6469410    
        47   1.004195784     -0.5020978845     -0.5020978845       107.7021635    
        47   1.004195784     -0.5020978845     -0.5020978845       108.6311895    
        47   1.004195784     -0.5020978845     -0.5020978845       109.8490159    
        47   1.004195784     -0.5020978845     -0.5020978845       111.5389103    
        47   1.004195784     -0.5020978845     -0.5020978845       112.8768161    
        47   1.004195784     -0.5020978845     -0.5020978845       114.4130924    
        47   1.004195784     -0.5020978845     -0.5020978845       115.2510205    
        47   1.004195784     -0.5020978845     -0.5020978845       118.6156621    
        48  0.7531468494     -0.2510489498     -0.2510489498       101.2281945    
        48  0.7531468494     -0.2510489498     -0.2510489498       102.4493139    
        48  0.7531468494     -0.2510489498     -0.2510489498       103.1120027    
        48  0.7531468494     -0.2510489498     -0.2510489498       103.8033991    
        48  0.7531468494     -0.2510489498     -0.2510489498       108.2353200    
        48  0.7531468494     -0.2510489498     -0.2510489498       113.0313800    
        48  0.7531468494     -0.2510489498     -0.2510489498       113.8325437    
        48  0.7531468494     -0.2510489498     -0.2510489498       114.0899746    
        48  0.7531468494     -0.2510489498     -0.2510489498       116.6136228    
        48  0.7531468494     -0.2510489498     -0.2510489498       118.1734807    
        49  0.7531468343     -0.2510489347      0.2510489347       99.91565485    
        49  0.7531468343     -0.2510489347      0.2510489347       102.1662323    
        49  0.7531468343     -0.2510489347      0.2510489347       103.1866227    
        49  0.7531468343     -0.2510489347      0.2510489347       104.9181368    
        49  0.7531468343     -0.2510489347      0.2510489347       110.2781432    
        49  0.7531468343     -0.2510489347      0.2510489347       113.5156965    
        49  0.7531468343     -0.2510489347      0.2510489347       113.8526520    
        49  0.7531468343     -0.2510489347      0.2510489347       113.9401807    
        49  0.7531468343     -0.2510489347      0.2510489347       116.3063825    
        49  0.7531468343     -0.2510489347      0.2510489347       118.1260417    
        50  0.5020978845      0.1506293668E-07  0.5020978845       100.3594936    
        50  0.5020978845      0.1506293668E-07  0.5020978845       102.2113130    
        50  0.5020978845      0.1506293668E-07  0.5020978845       102.6081526    
        50  0.5020978845      0.1506293668E-07  0.5020978845       104.9780487    
        50  0.5020978845      0.1506293668E-07  0.5020978845       106.2288421    
        50  0.5020978845      0.1506293668E-07  0.5020978845       106.4238759    
        50  0.5020978845      0.1506293668E-07  0.5020978845       112.9329635    
        50  0.5020978845      0.1506293668E-07  0.5020978845       113.5339958    
        50  0.5020978845      0.1506293668E-07  0.5020978845       116.1351659    
        50  0.5020978845      0.1506293668E-07  0.5020978845       119.0377832    
        51  0.2510489498      0.2510489498      0.7531468193       101.5189365    
        51  0.2510489498      0.2510489498      0.7531468193       101.8382169    
        51  0.2510489498      0.2510489498      0.7531468193       103.6953900    
        51  0.2510489498      0.2510489498      0.7531468193       104.6224777    
        51  0.2510489498      0.2510489498      0.7531468193       110.3314160    
        51  0.2510489498      0.2510489498      0.7531468193       112.9038964    
        51  0.2510489498      0.2510489498      0.7531468193       113.7099117    
        51  0.2510489498      0.2510489498      0.7531468193       114.6577319    
        51  0.2510489498      0.2510489498      0.7531468193       115.3282695    
        51  0.2510489498      0.2510489498      0.7531468193       117.2650401    
        52 -0.5551115123E-16  0.5020978996       1.004195769       102.1975127    
        52 -0.5551115123E-16  0.5020978996       1.004195769       102.5374494    
        52 -0.5551115123E-16  0.5020978996       1.004195769       104.3562052    
        52 -0.5551115123E-16  0.5020978996       1.004195769       106.9744274    
        52 -0.5551115123E-16  0.5020978996       1.004195769       108.3072425    
        52 -0.5551115123E-16  0.5020978996       1.004195769       108.9107965    
        52 -0.5551115123E-16  0.5020978996       1.004195769       111.2513951    
        52 -0.5551115123E-16  0.5020978996       1.004195769       115.2744573    
        52 -0.5551115123E-16  0.5020978996       1.004195769       115.5146263    
        52 -0.5551115123E-16  0.5020978996       1.004195769       117.0181848    
        53   1.255244719     -0.7531468193     -0.2510489498       101.2754323    
        53   1.255244719     -0.7531468193     -0.2510489498       101.5346176    
        53   1.255244719     -0.7531468193     -0.2510489498       103.1856260    
        53   1.255244719     -0.7531468193     -0.2510489498       104.5674470    
        53   1.255244719     -0.7531468193     -0.2510489498       107.7652182    
        53   1.255244719     -0.7531468193     -0.2510489498       109.2589994    
        53   1.255244719     -0.7531468193     -0.2510489498       112.4615421    
        53   1.255244719     -0.7531468193     -0.2510489498       114.5859016    
        53   1.255244719     -0.7531468193     -0.2510489498       115.7014529    
        53   1.255244719     -0.7531468193     -0.2510489498       118.6982644    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   102.5118884    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   104.3825478    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   105.1694232    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   107.0450606    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   109.7320905    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   110.6437205    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   111.8944088    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   115.0977314    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   115.5066983    
        54   1.004195784     -0.5020978845     -0.1506293668E-07   117.0148445    
        55   1.004195784     -0.5020978845      0.5020978845       105.6191429    
        55   1.004195784     -0.5020978845      0.5020978845       106.6744197    
        55   1.004195784     -0.5020978845      0.5020978845       107.8792657    
        55   1.004195784     -0.5020978845      0.5020978845       108.4384997    
        55   1.004195784     -0.5020978845      0.5020978845       109.6254294    
        55   1.004195784     -0.5020978845      0.5020978845       110.8273719    
        55   1.004195784     -0.5020978845      0.5020978845       112.5277108    
        55   1.004195784     -0.5020978845      0.5020978845       113.7120282    
        55   1.004195784     -0.5020978845      0.5020978845       117.0269388    
        55   1.004195784     -0.5020978845      0.5020978845       118.4886637    
        56  0.7531468343     -0.2510489347      0.7531468343       98.45890809    
        56  0.7531468343     -0.2510489347      0.7531468343       100.9914561    
        56  0.7531468343     -0.2510489347      0.7531468343       102.7669362    
        56  0.7531468343     -0.2510489347      0.7531468343       103.8989836    
        56  0.7531468343     -0.2510489347      0.7531468343       108.2530411    
        56  0.7531468343     -0.2510489347      0.7531468343       112.8504497    
        56  0.7531468343     -0.2510489347      0.7531468343       114.5131684    
        56  0.7531468343     -0.2510489347      0.7531468343       116.1587256    
        56  0.7531468343     -0.2510489347      0.7531468343       117.3902449    
        56  0.7531468343     -0.2510489347      0.7531468343       117.9192039    
        57  0.5020978996     -0.5551115123E-16   1.004195769       102.3419667    
        57  0.5020978996     -0.5551115123E-16   1.004195769       104.4988438    
        57  0.5020978996     -0.5551115123E-16   1.004195769       106.9898532    
        57  0.5020978996     -0.5551115123E-16   1.004195769       108.3860301    
        57  0.5020978996     -0.5551115123E-16   1.004195769       109.5065225    
        57  0.5020978996     -0.5551115123E-16   1.004195769       111.1654138    
        57  0.5020978996     -0.5551115123E-16   1.004195769       112.9383343    
        57  0.5020978996     -0.5551115123E-16   1.004195769       115.3879377    
        57  0.5020978996     -0.5551115123E-16   1.004195769       115.4448341    
        57  0.5020978996     -0.5551115123E-16   1.004195769       116.7699804    
        58  0.2510489498      0.2510489498       1.255244719       101.5977076    
        58  0.2510489498      0.2510489498       1.255244719       104.0986375    
        58  0.2510489498      0.2510489498       1.255244719       106.2573434    
        58  0.2510489498      0.2510489498       1.255244719       109.4602007    
        58  0.2510489498      0.2510489498       1.255244719       110.6345124    
        58  0.2510489498      0.2510489498       1.255244719       111.5735493    
        58  0.2510489498      0.2510489498       1.255244719       115.2838398    
        58  0.2510489498      0.2510489498       1.255244719       116.1681263    
        58  0.2510489498      0.2510489498       1.255244719       117.8259207    
        58  0.2510489498      0.2510489498       1.255244719       119.0068947    
        59   1.506293669      -1.004195769      0.5551115123E-16   102.3154439    
        59   1.506293669      -1.004195769      0.5551115123E-16   105.7871579    
        59   1.506293669      -1.004195769      0.5551115123E-16   107.6322226    
        59   1.506293669      -1.004195769      0.5551115123E-16   109.6564702    
        59   1.506293669      -1.004195769      0.5551115123E-16   110.5841333    
        59   1.506293669      -1.004195769      0.5551115123E-16   112.9518198    
        59   1.506293669      -1.004195769      0.5551115123E-16   114.0029546    
        59   1.506293669      -1.004195769      0.5551115123E-16   114.2672754    
        59   1.506293669      -1.004195769      0.5551115123E-16   117.4450997    
        59   1.506293669      -1.004195769      0.5551115123E-16   119.7118789    
        60   1.255244734     -0.7531468343      0.2510489347       101.2763701    
        60   1.255244734     -0.7531468343      0.2510489347       102.2757786    
        60   1.255244734     -0.7531468343      0.2510489347       103.9197248    
        60   1.255244734     -0.7531468343      0.2510489347       106.7654132    
        60   1.255244734     -0.7531468343      0.2510489347       107.8128804    
        60   1.255244734     -0.7531468343      0.2510489347       112.2303779    
        60   1.255244734     -0.7531468343      0.2510489347       114.0654173    
        60   1.255244734     -0.7531468343      0.2510489347       114.5758454    
        60   1.255244734     -0.7531468343      0.2510489347       117.5949069    
        60   1.255244734     -0.7531468343      0.2510489347       119.0513914    
        61 -0.2510489347      0.7531468343     -0.7531468343       98.70311967    
        61 -0.2510489347      0.7531468343     -0.7531468343       101.0923628    
        61 -0.2510489347      0.7531468343     -0.7531468343       102.7362251    
        61 -0.2510489347      0.7531468343     -0.7531468343       104.2375255    
        61 -0.2510489347      0.7531468343     -0.7531468343       108.2551544    
        61 -0.2510489347      0.7531468343     -0.7531468343       112.8610726    
        61 -0.2510489347      0.7531468343     -0.7531468343       114.8157635    
        61 -0.2510489347      0.7531468343     -0.7531468343       116.5314633    
        61 -0.2510489347      0.7531468343     -0.7531468343       117.4496150    
        61 -0.2510489347      0.7531468343     -0.7531468343       117.9175418    
        62 -0.5020978845       1.004195784     -0.5020978845       105.7907058    
        62 -0.5020978845       1.004195784     -0.5020978845       106.7893086    
        62 -0.5020978845       1.004195784     -0.5020978845       107.9975510    
        62 -0.5020978845       1.004195784     -0.5020978845       108.4952666    
        62 -0.5020978845       1.004195784     -0.5020978845       110.1936702    
        62 -0.5020978845       1.004195784     -0.5020978845       110.7422728    
        62 -0.5020978845       1.004195784     -0.5020978845       111.3159279    
        62 -0.5020978845       1.004195784     -0.5020978845       116.7206595    
        62 -0.5020978845       1.004195784     -0.5020978845       117.1835506    
        62 -0.5020978845       1.004195784     -0.5020978845       118.4300051    
        63 -0.7531468193       1.255244719     -0.2510489498       101.2786008    
        63 -0.7531468193       1.255244719     -0.2510489498       102.2994158    
        63 -0.7531468193       1.255244719     -0.2510489498       104.0042836    
        63 -0.7531468193       1.255244719     -0.2510489498       107.0853883    
        63 -0.7531468193       1.255244719     -0.2510489498       108.1418392    
        63 -0.7531468193       1.255244719     -0.2510489498       113.6170243    
        63 -0.7531468193       1.255244719     -0.2510489498       114.3791090    
        63 -0.7531468193       1.255244719     -0.2510489498       114.9636654    
        63 -0.7531468193       1.255244719     -0.2510489498       118.5613259    
        63 -0.7531468193       1.255244719     -0.2510489498       120.2549027    
        64  -1.004195769       1.506293669      0.5551115123E-16   101.9927981    
        64  -1.004195769       1.506293669      0.5551115123E-16   105.7755767    
        64  -1.004195769       1.506293669      0.5551115123E-16   107.5919089    
        64  -1.004195769       1.506293669      0.5551115123E-16   109.6554165    
        64  -1.004195769       1.506293669      0.5551115123E-16   110.2036635    
        64  -1.004195769       1.506293669      0.5551115123E-16   112.9589878    
        64  -1.004195769       1.506293669      0.5551115123E-16   113.9159230    
        64  -1.004195769       1.506293669      0.5551115123E-16   114.2482447    
        64  -1.004195769       1.506293669      0.5551115123E-16   117.4472448    
        64  -1.004195769       1.506293669      0.5551115123E-16   119.6874028    
        65  0.2510489498      0.2510489498      -1.255244719       101.3367968    
        65  0.2510489498      0.2510489498      -1.255244719       103.8892738    
        65  0.2510489498      0.2510489498      -1.255244719       106.7124417    
        65  0.2510489498      0.2510489498      -1.255244719       109.3516385    
        65  0.2510489498      0.2510489498      -1.255244719       109.4326619    
        65  0.2510489498      0.2510489498      -1.255244719       111.1807920    
        65  0.2510489498      0.2510489498      -1.255244719       112.4107109    
        65  0.2510489498      0.2510489498      -1.255244719       116.0588464    
        65  0.2510489498      0.2510489498      -1.255244719       117.8621756    
        65  0.2510489498      0.2510489498      -1.255244719       118.7868100    
        66  0.1506293668E-07  0.5020978845      -1.004195784       102.5037133    
        66  0.1506293668E-07  0.5020978845      -1.004195784       104.6429423    
        66  0.1506293668E-07  0.5020978845      -1.004195784       105.3082306    
        66  0.1506293668E-07  0.5020978845      -1.004195784       107.0684697    
        66  0.1506293668E-07  0.5020978845      -1.004195784       109.6551210    
        66  0.1506293668E-07  0.5020978845      -1.004195784       110.0954003    
        66  0.1506293668E-07  0.5020978845      -1.004195784       113.0837942    
        66  0.1506293668E-07  0.5020978845      -1.004195784       115.2411415    
        66  0.1506293668E-07  0.5020978845      -1.004195784       115.5109033    
        66  0.1506293668E-07  0.5020978845      -1.004195784       117.0297318    
        67   0.000000000      0.5020978996     -0.5020978996       101.8835978    
        67   0.000000000      0.5020978996     -0.5020978996       102.4501824    
        67   0.000000000      0.5020978996     -0.5020978996       103.0920030    
        67   0.000000000      0.5020978996     -0.5020978996       104.9596335    
        67   0.000000000      0.5020978996     -0.5020978996       106.0440795    
        67   0.000000000      0.5020978996     -0.5020978996       106.5135061    
        67   0.000000000      0.5020978996     -0.5020978996       112.8969954    
        67   0.000000000      0.5020978996     -0.5020978996       113.4658389    
        67   0.000000000      0.5020978996     -0.5020978996       116.3524957    
        67   0.000000000      0.5020978996     -0.5020978996       119.0840022    
        68 -0.2510489498      0.7531468494     -0.2510489498       98.96277406    
        68 -0.2510489498      0.7531468494     -0.2510489498       101.7689782    
        68 -0.2510489498      0.7531468494     -0.2510489498       103.0685891    
        68 -0.2510489498      0.7531468494     -0.2510489498       105.2184094    
        68 -0.2510489498      0.7531468494     -0.2510489498       110.1945983    
        68 -0.2510489498      0.7531468494     -0.2510489498       113.1297270    
        68 -0.2510489498      0.7531468494     -0.2510489498       113.5393208    
        68 -0.2510489498      0.7531468494     -0.2510489498       113.8496128    
        68 -0.2510489498      0.7531468494     -0.2510489498       114.8649426    
        68 -0.2510489498      0.7531468494     -0.2510489498       118.1229625    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   102.1478144    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   104.3310828    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   104.9691600    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   107.0495655    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   109.2478067    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   109.8978189    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   112.8963232    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   115.1577273    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   115.6207616    
        69 -0.5020978845       1.004195784     -0.1506293668E-07   117.0988491    
        70 -0.7531468343       1.255244734      0.2510489347       101.2453197    
        70 -0.7531468343       1.255244734      0.2510489347       101.7549754    
        70 -0.7531468343       1.255244734      0.2510489347       102.6850273    
        70 -0.7531468343       1.255244734      0.2510489347       103.9852673    
        70 -0.7531468343       1.255244734      0.2510489347       107.8843243    
        70 -0.7531468343       1.255244734      0.2510489347       108.5504172    
        70 -0.7531468343       1.255244734      0.2510489347       111.6768754    
        70 -0.7531468343       1.255244734      0.2510489347       114.3637884    
        70 -0.7531468343       1.255244734      0.2510489347       116.1778245    
        70 -0.7531468343       1.255244734      0.2510489347       118.6913983    
        71  0.5020978845      0.1506293668E-07  -1.004195784       102.3818686    
        71  0.5020978845      0.1506293668E-07  -1.004195784       102.9931126    
        71  0.5020978845      0.1506293668E-07  -1.004195784       104.3605387    
        71  0.5020978845      0.1506293668E-07  -1.004195784       107.0178348    
        71  0.5020978845      0.1506293668E-07  -1.004195784       108.4707275    
        71  0.5020978845      0.1506293668E-07  -1.004195784       110.0763399    
        71  0.5020978845      0.1506293668E-07  -1.004195784       111.1381774    
        71  0.5020978845      0.1506293668E-07  -1.004195784       115.1454773    
        71  0.5020978845      0.1506293668E-07  -1.004195784       115.4611524    
        71  0.5020978845      0.1506293668E-07  -1.004195784       117.0084859    
        72  0.2510489498      0.2510489498     -0.7531468494       101.2083236    
        72  0.2510489498      0.2510489498     -0.7531468494       102.7783644    
        72  0.2510489498      0.2510489498     -0.7531468494       104.8166363    
        72  0.2510489498      0.2510489498     -0.7531468494       107.9722044    
        72  0.2510489498      0.2510489498     -0.7531468494       110.4455035    
        72  0.2510489498      0.2510489498     -0.7531468494       113.2404942    
        72  0.2510489498      0.2510489498     -0.7531468494       113.6027797    
        72  0.2510489498      0.2510489498     -0.7531468494       114.1042019    
        72  0.2510489498      0.2510489498     -0.7531468494       117.0202406    
        72  0.2510489498      0.2510489498     -0.7531468494       118.1443063    
        73  0.5020978845      0.5020978845     -0.5020978845       100.9588795    
        73  0.5020978845      0.5020978845     -0.5020978845       103.0250650    
        73  0.5020978845      0.5020978845     -0.5020978845       103.2677557    
        73  0.5020978845      0.5020978845     -0.5020978845       104.9172081    
        73  0.5020978845      0.5020978845     -0.5020978845       105.4066336    
        73  0.5020978845      0.5020978845     -0.5020978845       106.7535860    
        73  0.5020978845      0.5020978845     -0.5020978845       111.8436278    
        73  0.5020978845      0.5020978845     -0.5020978845       113.4977231    
        73  0.5020978845      0.5020978845     -0.5020978845       116.1246701    
        73  0.5020978845      0.5020978845     -0.5020978845       117.5203375    
        74  0.2510489347      0.7531468343     -0.2510489347       100.9866413    
        74  0.2510489347      0.7531468343     -0.2510489347       101.7779891    
        74  0.2510489347      0.7531468343     -0.2510489347       103.0340344    
        74  0.2510489347      0.7531468343     -0.2510489347       104.5370947    
        74  0.2510489347      0.7531468343     -0.2510489347       107.5786563    
        74  0.2510489347      0.7531468343     -0.2510489347       111.3940152    
        74  0.2510489347      0.7531468343     -0.2510489347       113.6047489    
        74  0.2510489347      0.7531468343     -0.2510489347       113.8732216    
        74  0.2510489347      0.7531468343     -0.2510489347       115.7910738    
        74  0.2510489347      0.7531468343     -0.2510489347       117.7552390    
        75   0.000000000       1.004195769       0.000000000       99.98476139    
        75   0.000000000       1.004195769       0.000000000       100.1453671    
        75   0.000000000       1.004195769       0.000000000       100.8151715    
        75   0.000000000       1.004195769       0.000000000       103.4955966    
        75   0.000000000       1.004195769       0.000000000       103.6718375    
        75   0.000000000       1.004195769       0.000000000       106.4057843    
        75   0.000000000       1.004195769       0.000000000       115.6542842    
        75   0.000000000       1.004195769       0.000000000       116.5951771    
        75   0.000000000       1.004195769       0.000000000       118.6633679    
        75   0.000000000       1.004195769       0.000000000       120.1417819    
        76 -0.2510489498       1.255244719      0.2510489498       101.4700169    
        76 -0.2510489498       1.255244719      0.2510489498       104.0651687    
        76 -0.2510489498       1.255244719      0.2510489498       106.5376335    
        76 -0.2510489498       1.255244719      0.2510489498       109.2734189    
        76 -0.2510489498       1.255244719      0.2510489498       110.7242046    
        76 -0.2510489498       1.255244719      0.2510489498       111.7873965    
        76 -0.2510489498       1.255244719      0.2510489498       114.7588288    
        76 -0.2510489498       1.255244719      0.2510489498       115.7426254    
        76 -0.2510489498       1.255244719      0.2510489498       117.0474345    
        76 -0.2510489498       1.255244719      0.2510489498       118.5649309    
        77   1.004195769       0.000000000      -1.004195769       99.73535367    
        77   1.004195769       0.000000000      -1.004195769       100.5117557    
        77   1.004195769       0.000000000      -1.004195769       102.2433409    
        77   1.004195769       0.000000000      -1.004195769       103.8063242    
        77   1.004195769       0.000000000      -1.004195769       104.3890541    
        77   1.004195769       0.000000000      -1.004195769       106.5750891    
        77   1.004195769       0.000000000      -1.004195769       110.0637716    
        77   1.004195769       0.000000000      -1.004195769       113.3583391    
        77   1.004195769       0.000000000      -1.004195769       114.8179118    
        77   1.004195769       0.000000000      -1.004195769       120.9430640    
        78  0.7531468343      0.2510489347     -0.7531468343       99.24670548    
        78  0.7531468343      0.2510489347     -0.7531468343       100.8408513    
        78  0.7531468343      0.2510489347     -0.7531468343       102.6815986    
        78  0.7531468343      0.2510489347     -0.7531468343       104.4902980    
        78  0.7531468343      0.2510489347     -0.7531468343       108.2070786    
        78  0.7531468343      0.2510489347     -0.7531468343       110.8600492    
        78  0.7531468343      0.2510489347     -0.7531468343       112.8859351    
        78  0.7531468343      0.2510489347     -0.7531468343       114.7410956    
        78  0.7531468343      0.2510489347     -0.7531468343       117.1669373    
        78  0.7531468343      0.2510489347     -0.7531468343       118.1691073    
        79  0.7531468343      0.2510489347     -0.2510489347       101.5961597    
        79  0.7531468343      0.2510489347     -0.2510489347       102.7188982    
        79  0.7531468343      0.2510489347     -0.2510489347       103.5044188    
        79  0.7531468343      0.2510489347     -0.2510489347       104.7504166    
        79  0.7531468343      0.2510489347     -0.2510489347       109.9198424    
        79  0.7531468343      0.2510489347     -0.2510489347       111.9509641    
        79  0.7531468343      0.2510489347     -0.2510489347       113.3841125    
        79  0.7531468343      0.2510489347     -0.2510489347       113.7715458    
        79  0.7531468343      0.2510489347     -0.2510489347       115.7638039    
        79  0.7531468343      0.2510489347     -0.2510489347       117.1097992    
        80  0.5020978845      0.5020978845      0.1506293668E-07   99.20129556    
        80  0.5020978845      0.5020978845      0.1506293668E-07   102.2598716    
        80  0.5020978845      0.5020978845      0.1506293668E-07   102.5133700    
        80  0.5020978845      0.5020978845      0.1506293668E-07   104.1757920    
        80  0.5020978845      0.5020978845      0.1506293668E-07   105.5774179    
        80  0.5020978845      0.5020978845      0.1506293668E-07   106.2168646    
        80  0.5020978845      0.5020978845      0.1506293668E-07   112.5466246    
        80  0.5020978845      0.5020978845      0.1506293668E-07   112.9201618    
        80  0.5020978845      0.5020978845      0.1506293668E-07   116.5784384    
        80  0.5020978845      0.5020978845      0.1506293668E-07   118.3040749    
        81  0.2510489498      0.7531468193      0.2510489498       101.5386014    
        81  0.2510489498      0.7531468193      0.2510489498       102.3421230    
        81  0.2510489498      0.7531468193      0.2510489498       103.4500991    
        81  0.2510489498      0.7531468193      0.2510489498       104.9579270    
        81  0.2510489498      0.7531468193      0.2510489498       109.9917141    
        81  0.2510489498      0.7531468193      0.2510489498       111.7684067    
        81  0.2510489498      0.7531468193      0.2510489498       113.3629590    
        81  0.2510489498      0.7531468193      0.2510489498       113.6033675    
        81  0.2510489498      0.7531468193      0.2510489498       115.2116146    
        81  0.2510489498      0.7531468193      0.2510489498       117.3606805    
        82 -0.1110223025E-15   1.004195769      0.5020978996       102.3627480    
        82 -0.1110223025E-15   1.004195769      0.5020978996       102.5637448    
        82 -0.1110223025E-15   1.004195769      0.5020978996       104.4144465    
        82 -0.1110223025E-15   1.004195769      0.5020978996       106.9801490    
        82 -0.1110223025E-15   1.004195769      0.5020978996       108.1657580    
        82 -0.1110223025E-15   1.004195769      0.5020978996       109.6889004    
        82 -0.1110223025E-15   1.004195769      0.5020978996       110.7981715    
        82 -0.1110223025E-15   1.004195769      0.5020978996       115.3314241    
        82 -0.1110223025E-15   1.004195769      0.5020978996       115.5085359    
        82 -0.1110223025E-15   1.004195769      0.5020978996       117.0502995    
        83   1.255244719     -0.2510489498     -0.7531468193       101.2283179    
        83   1.255244719     -0.2510489498     -0.7531468193       102.3166948    
        83   1.255244719     -0.2510489498     -0.7531468193       103.8798720    
        83   1.255244719     -0.2510489498     -0.7531468193       104.6363640    
        83   1.255244719     -0.2510489498     -0.7531468193       107.8195946    
        83   1.255244719     -0.2510489498     -0.7531468193       109.5413621    
        83   1.255244719     -0.2510489498     -0.7531468193       113.9639623    
        83   1.255244719     -0.2510489498     -0.7531468193       114.5506822    
        83   1.255244719     -0.2510489498     -0.7531468193       115.6070836    
        83   1.255244719     -0.2510489498     -0.7531468193       118.7659919    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       102.4645472    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       103.1109772    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       104.9629111    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       106.9972934    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       108.5992612    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       109.9014870    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       112.3404742    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       115.4146763    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       115.4889644    
        84   1.004195784     -0.1506293668E-07 -0.5020978845       117.1044293    
        85   1.004195769       0.000000000       0.000000000       100.1388605    
        85   1.004195769       0.000000000       0.000000000       100.1994972    
        85   1.004195769       0.000000000       0.000000000       101.6020137    
        85   1.004195769       0.000000000       0.000000000       103.4679907    
        85   1.004195769       0.000000000       0.000000000       103.6850431    
        85   1.004195769       0.000000000       0.000000000       106.4174738    
        85   1.004195769       0.000000000       0.000000000       115.2120172    
        85   1.004195769       0.000000000       0.000000000       116.6999242    
        85   1.004195769       0.000000000       0.000000000       118.6748727    
        85   1.004195769       0.000000000       0.000000000       120.2794917    
        86  0.7531468193      0.2510489498      0.2510489498       100.7871747    
        86  0.7531468193      0.2510489498      0.2510489498       101.7996730    
        86  0.7531468193      0.2510489498      0.2510489498       103.0913244    
        86  0.7531468193      0.2510489498      0.2510489498       105.0811682    
        86  0.7531468193      0.2510489498      0.2510489498       108.4169067    
        86  0.7531468193      0.2510489498      0.2510489498       110.9713730    
        86  0.7531468193      0.2510489498      0.2510489498       113.2649657    
        86  0.7531468193      0.2510489498      0.2510489498       114.0011373    
        86  0.7531468193      0.2510489498      0.2510489498       115.8026398    
        86  0.7531468193      0.2510489498      0.2510489498       117.7637163    
        87  0.5020978845      0.5020978845      0.5020978845       100.9110152    
        87  0.5020978845      0.5020978845      0.5020978845       103.0255089    
        87  0.5020978845      0.5020978845      0.5020978845       103.1574505    
        87  0.5020978845      0.5020978845      0.5020978845       104.8641471    
        87  0.5020978845      0.5020978845      0.5020978845       105.3396585    
        87  0.5020978845      0.5020978845      0.5020978845       106.7680226    
        87  0.5020978845      0.5020978845      0.5020978845       112.1589559    
        87  0.5020978845      0.5020978845      0.5020978845       113.5924093    
        87  0.5020978845      0.5020978845      0.5020978845       115.9983419    
        87  0.5020978845      0.5020978845      0.5020978845       117.5326407    
        88  0.2510489347      0.7531468343      0.7531468343       98.72778893    
        88  0.2510489347      0.7531468343      0.7531468343       100.7370833    
